('class', 'amphibia', 'order', 'anura')
('species', 'salvadora hexalepis', 'subspecies', 'salvadora hexalepis virgultea')
('species', 'sceloporus clarkii', 'subspecies', 'sceloporus clarkii clarkii')
('species', 'sceloporus clarkii', 'subspecies', 'sceloporus clarkii vallaris')
('species', 'sceloporus graciosus', 'subspecies', 'sceloporus graciosus gracilis')
('species', 'sceloporus graciosus', 'subspecies', 'sceloporus graciosus graciosus')
('species', 'sceloporus graciosus', 'subspecies', 'sceloporus graciosus vandenburgianus')
('species', 'sceloporus grammicus', 'subspecies', 'sceloporus grammicus microlepidotus')
('species', 'sceloporus merriami', 'subspecies', 'sceloporus merriami annulatus')
('species', 'sceloporus merriami', 'subspecies', 'sceloporus merriami longipunctatus')
('species', 'sceloporus merriami', 'subspecies', 'sceloporus merriami merriami')
('species', 'sceloporus occidentalis', 'subspecies', 'sceloporus occidentalis becki')
('species', 'sceloporus occidentalis', 'subspecies', 'sceloporus occidentalis biseriatus')
('species', 'sceloporus occidentalis', 'subspecies', 'sceloporus occidentalis bocourtii')
('species', 'sceloporus occidentalis', 'subspecies', 'sceloporus occidentalis longipes')
('species', 'sceloporus occidentalis', 'subspecies', 'sceloporus occidentalis occidentalis')
('species', 'sceloporus poinsettii', 'subspecies', 'sceloporus poinsettii axtelli')
('species', 'sceloporus poinsettii', 'subspecies', 'sceloporus poinsettii poinsettii')
('species', 'sceloporus variabilis', 'subspecies', 'sceloporus variabilis marmoratus')
('species', 'seminatrix pygaea', 'subspecies', 'seminatrix pygaea cyclas')
('species', 'seminatrix pygaea', 'subspecies', 'seminatrix pygaea paludis')
('species', 'seminatrix pygaea', 'subspecies', 'seminatrix pygaea pygaea')
('species', 'senticolis triaspis', 'subspecies', 'senticolis triaspis intermedia')
('species', 'siren intermedia', 'subspecies', 'siren intermedia intermedia')
('species', 'siren intermedia', 'subspecies', 'siren intermedia nettingi')
('species', 'sistrurus catenatus', 'subspecies', 'sistrurus catenatus catenatus')
('species', 'sistrurus catenatus', 'subspecies', 'sistrurus catenatus edwardsii')
('species', 'sistrurus catenatus', 'subspecies', 'sistrurus catenatus tergeminus')
('species', 'sistrurus miliarius', 'subspecies', 'sistrurus miliarius barbouri')
('species', 'sistrurus miliarius', 'subspecies', 'sistrurus miliarius miliarius')
('species', 'sistrurus miliarius', 'subspecies', 'sistrurus miliarius streckeri')
('species', 'sonora semiannulata', 'subspecies', 'sonora semiannulata semiannulata')
('species', 'sonora semiannulata', 'subspecies', 'sonora semiannulata taylori')
('species', 'spea multiplicata', 'subspecies', 'spea multiplicata stagnalis')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis ateles')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis grandisquamis')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis guarionex')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis inigoi')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis macrolepis')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis mimetes')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis phoberus')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis spanius')
('species', 'sphaerodactylus macrolepis', 'subspecies', 'sphaerodactylus macrolepis stibarus')
('species', 'sphaerodactylus nicholsi', 'subspecies', 'sphaerodactylus nicholsi nicholsi')
('species', 'sphaerodactylus notatus', 'subspecies', 'sphaerodactylus notatus notatus')
('species', 'sternotherus minor', 'subspecies', 'sternotherus minor minor')
('species', 'sternotherus minor', 'subspecies', 'sternotherus minor peltifer')
('species', 'storeria dekayi', 'subspecies', 'storeria dekayi dekayi')
('species', 'storeria dekayi', 'subspecies', 'storeria dekayi limnetes')
('species', 'storeria dekayi', 'subspecies', 'storeria dekayi texana')
('species', 'storeria dekayi', 'subspecies', 'storeria dekayi wrightorum')
('species', 'storeria occipitomaculata', 'subspecies', 'storeria occipitomaculata obscura')
('species', 'storeria occipitomaculata', 'subspecies', 'storeria occipitomaculata occipitomaculata')
('species', 'storeria occipitomaculata', 'subspecies', 'storeria occipitomaculata pahasapae')
('species', 'tantilla relicta', 'subspecies', 'tantilla relicta neilli')
('species', 'tantilla relicta', 'subspecies', 'tantilla relicta pamlica')
('species', 'tantilla relicta', 'subspecies', 'tantilla relicta relicta')
('species', 'terrapene carolina', 'subspecies', 'terrapene carolina carolina')
('species', 'terrapene carolina', 'subspecies', 'terrapene carolina triunguis')
('species', 'terrapene ornata', 'subspecies', 'terrapene ornata luteola')
('species', 'terrapene ornata', 'subspecies', 'terrapene ornata ornata')
('species', 'thamnophis atratus', 'subspecies', 'thamnophis atratus atratus')
('species', 'thamnophis atratus', 'subspecies', 'thamnophis atratus hydrophilus')
('species', 'thamnophis atratus', 'subspecies', 'thamnophis atratus zaxanthus')
('species', 'thamnophis cyrtopsis', 'subspecies', 'thamnophis cyrtopsis cyrtopsis')
('species', 'thamnophis cyrtopsis', 'subspecies', 'thamnophis cyrtopsis ocellatus')
('species', 'thamnophis elegans', 'subspecies', 'thamnophis elegans elegans')
('species', 'thamnophis elegans', 'subspecies', 'thamnophis elegans terrestris')
('species', 'thamnophis elegans', 'subspecies', 'thamnophis elegans vagrans')
('species', 'thamnophis eques', 'subspecies', 'thamnophis eques megalops')
('species', 'thamnophis marcianus', 'subspecies', 'thamnophis marcianus marcianus')
('species', 'thamnophis proximus', 'subspecies', 'thamnophis proximus diabolicus')
('species', 'thamnophis proximus', 'subspecies', 'thamnophis proximus orarius')
('species', 'thamnophis proximus', 'subspecies', 'thamnophis proximus proximus')
('species', 'thamnophis proximus', 'subspecies', 'thamnophis proximus rubrilineatus')
('species', 'thamnophis sauritus', 'subspecies', 'thamnophis sauritus nitae')
('species', 'thamnophis sauritus', 'subspecies', 'thamnophis sauritus sackenii')
('species', 'thamnophis sauritus', 'subspecies', 'thamnophis sauritus sauritus')
('species', 'thamnophis sauritus', 'subspecies', 'thamnophis sauritus septentrionalis')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis annectens')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis concinnus')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis dorsalis')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis fitchi')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis infernalis')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis pallidulus')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis parietalis')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis pickeringii')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis semifasciatus')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis similis')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis sirtalis')
('species', 'thamnophis sirtalis', 'subspecies', 'thamnophis sirtalis tetrataenia')
('species', 'trachemys gaigeae', 'subspecies', 'trachemys gaigeae gaigeae')
('species', 'trachemys scripta', 'subspecies', 'trachemys scripta elegans')
('species', 'trachemys scripta', 'subspecies', 'trachemys scripta scripta')
('species', 'trachemys scripta', 'subspecies', 'trachemys scripta troostii')
('species', 'trachemys stejnegeri', 'subspecies', 'trachemys stejnegeri stejnegeri')
('species', 'urosaurus graciosus', 'subspecies', 'urosaurus graciosus graciosus')
('species', 'urosaurus graciosus', 'subspecies', 'urosaurus graciosus shannoni')
('species', 'urosaurus ornatus', 'subspecies', 'urosaurus ornatus levis')
('species', 'urosaurus ornatus', 'subspecies', 'urosaurus ornatus ornatus')
('species', 'urosaurus ornatus', 'subspecies', 'urosaurus ornatus schmidti')
('species', 'urosaurus ornatus', 'subspecies', 'urosaurus ornatus schottii')
('species', 'urosaurus ornatus', 'subspecies', 'urosaurus ornatus symmetricus')
('species', 'urosaurus ornatus', 'subspecies', 'urosaurus ornatus wrighti')
('species', 'uta stansburiana', 'subspecies', 'uta stansburiana elegans')
('species', 'uta stansburiana', 'subspecies', 'uta stansburiana nevadensis')
('species', 'uta stansburiana', 'subspecies', 'uta stansburiana stansburiana')
('species', 'uta stansburiana', 'subspecies', 'uta stansburiana stejnegeri')
('species', 'uta stansburiana', 'subspecies', 'uta stansburiana uniformis')
('species', 'virginia valeriae', 'subspecies', 'virginia valeriae elegans')
('species', 'virginia valeriae', 'subspecies', 'virginia valeriae pulchra')
('species', 'virginia valeriae', 'subspecies', 'virginia valeriae valeriae')
('species', 'xantusia riversiana', 'subspecies', 'xantusia riversiana reticulata')
('species', 'xantusia riversiana', 'subspecies', 'xantusia riversiana riversiana')
